,CustomerID,LoanType,Channel,RecoveryAmount,RecoveryDate
96,1097,Home,Digital,10563.017658899229,2025-09-08
97,1098,Home,Manual,9628.421689654997,2025-09-03
98,1099,Personal,Digital,4037.4780529163218,2025-09-30
99,1100,Personal,Digital,5661.360277569708,2025-09-29
100,1101,Personal,Manual,3972.4606163795925,2025-09-09
101,1102,Home,Manual,9239.978639836425,2025-09-08
102,1103,Personal,Manual,5648.891814278628,2025-09-30
103,1104,Home,Digital,9275.60022677897,2025-09-12
104,1105,Business,Manual,13162.447616796517,2025-09-14
105,1106,Personal,Digital,5131.465765971136,2025-09-28
106,1107,Home,Digital,9985.73102842936,2025-09-24
107,1108,Car,Digital,8249.829496132958,2025-09-10
108,1109,Personal,Digital,4529.611641199528,2025-09-21
109,1110,Personal,Digital,4694.599600557662,2025-09-17
110,1111,Personal,Digital,4540.0808670479355,2025-09-11
111,1112,Personal,Digital,6342.0554114388015,2025-09-10
112,1113,Business,Manual,12909.06706510534,2025-09-13
113,1114,Car,Digital,7810.045390883556,2025-09-25
114,1115,Home,Digital,12475.705101230074,2025-09-02
115,1116,Car,Digital,7275.181579649415,2025-09-01
116,1117,Car,Digital,8462.060680033157,2025-09-22
117,1118,Personal,Manual,6505.624900911754,2025-09-01
118,1119,Car,Digital,8377.191560040414,2025-09-16
119,1120,Home,Manual,8979.83842082671,2025-09-10
120,1121,Car,Digital,7992.1077589986135,2025-09-26
121,1122,Car,Digital,6062.621406864655,2025-09-29
122,1123,Personal,Manual,3563.9482102200577,2025-09-10
123,1124,Personal,Manual,3774.389782041697,2025-09-07
124,1125,Personal,Digital,7490.612120174283,2025-09-30
125,1126,Home,Manual,8024.898582893679,2025-09-07
126,1127,Car,Digital,6522.523248738171,2025-09-29
127,1128,Car,Manual,5047.29482370122,2025-09-01
128,1129,Personal,Manual,5171.774114316913,2025-09-26
129,1130,Home,Manual,9171.14567120266,2025-09-13
130,1131,Home,Manual,10304.110772431877,2025-09-05
131,1132,Personal,Digital,5921.259666077354,2025-09-03
132,1133,Personal,Manual,2843.532183931119,2025-09-29
133,1134,Personal,Digital,4442.722229989629,2025-09-13
134,1135,Business,Digital,17115.32874827582,2025-09-27
135,1136,Personal,Digital,5046.701755423195,2025-09-12
136,1137,Home,Digital,11687.591818018012,2025-09-30
137,1138,Car,Manual,6120.3828625016195,2025-09-18
138,1139,Personal,Digital,4282.343571711479,2025-09-27
139,1140,Business,Digital,15446.739222333294,2025-09-05
140,1141,Business,Digital,14781.950204450304,2025-09-05
141,1142,Personal,Digital,4684.4472375975765,2025-09-02
142,1143,Home,Manual,9241.110847878295,2025-09-06
143,1144,Personal,Digital,5761.60509036902,2025-09-07
144,1145,Personal,Manual,2591.770412094842,2025-09-01
145,1146,Personal,Manual,4479.158390989082,2025-09-03
146,1147,Home,Manual,8296.061117328298,2025-09-20
147,1148,Home,Digital,9851.585191041187,2025-09-02
148,1149,Personal,Manual,4659.221542959692,2025-09-10
149,1150,Personal,Digital,4699.548127310788,2025-09-11
150,1151,Business,Manual,15158.565593816009,2025-09-21
151,1152,Personal,Digital,6438.06187625106,2025-09-13
152,1153,Personal,Digital,6431.82829394204,2025-09-16
153,1154,Home,Digital,10005.089804509698,2025-09-20
154,1155,Business,Manual,12345.001398096814,2025-09-11
155,1156,Personal,Digital,5332.029929388115,2025-09-18
156,1157,Home,Digital,10349.651633713733,2025-09-11
157,1158,Car,Digital,6741.176837576635,2025-09-01
158,1159,Personal,Manual,3089.1186639996463,2025-09-24
159,1160,Car,Manual,6250.178436878314,2025-09-18
160,1161,Personal,Digital,4845.930549747527,2025-09-20
161,1162,Home,Manual,9826.016444445624,2025-09-28
162,1163,Home,Digital,11165.10605152148,2025-09-26
163,1164,Home,Digital,11600.799805422717,2025-09-05
164,1165,Personal,Manual,2988.845337743954,2025-09-02
165,1166,Car,Digital,7751.058307693633,2025-09-26
166,1167,Personal,Digital,4522.534293766328,2025-09-25
167,1168,Personal,Digital,4029.5857891889154,2025-09-18
168,1169,Personal,Digital,4821.39776305129,2025-09-22
169,1170,Home,Digital,11568.704980134618,2025-09-07
170,1171,Home,Digital,10127.681646429515,2025-09-22
171,1172,Personal,Digital,6815.454659959112,2025-09-11
172,1173,Home,Digital,11048.878515520333,2025-09-11
173,1174,Personal,Digital,4855.909521019423,2025-09-28
174,1175,Home,Digital,11660.048428906408,2025-09-13
175,1176,Personal,Digital,5695.396772114285,2025-09-04
176,1177,Home,Manual,7880.928733863953,2025-09-01
177,1178,Personal,Digital,7108.802635580515,2025-09-18
178,1179,Business,Manual,13811.374587703773,2025-09-12
179,1180,Personal,Manual,4522.55543038259,2025-09-26
180,1181,Personal,Manual,3473.360796113261,2025-09-28
181,1182,Personal,Digital,6429.538267607738,2025-09-10
182,1183,Business,Digital,16267.275427361306,2025-09-28
183,1184,Car,Digital,7979.23818029524,2025-09-30
184,1185,Personal,Manual,3890.962387769078,2025-09-22
185,1186,Home,Digital,11334.100571910069,2025-09-08
186,1187,Car,Manual,7394.1763122849625,2025-09-30
187,1188,Home,Manual,8197.466113462653,2025-09-03
188,1189,Home,Digital,9083.009860319009,2025-09-07
189,1190,Personal,Digital,5831.373059338924,2025-09-25
190,1191,Personal,Manual,2611.9836604731126,2025-09-20
191,1192,Car,Digital,7502.01577783778,2025-09-11
192,1193,Business,Digital,15302.754895212693,2025-09-07
193,1194,Home,Manual,10462.398252946705,2025-09-07
194,1195,Personal,Digital,4857.156109232793,2025-09-29
195,1196,Personal,Manual,5828.727566404565,2025-09-28
196,1197,Car,Manual,5682.948666764369,2025-09-26
197,1198,Car,Manual,7499.989206071534,2025-09-09
198,1199,Car,Digital,9410.341543836832,2025-09-03
199,1200,Car,Digital,6281.952861633759,2025-09-11
200,1201,Home,Digital,10792.035721730908,2025-09-17
201,1202,Personal,Digital,7998.7824159100655,2025-09-08
202,1203,Personal,Digital,5316.588826902922,2025-09-20
203,1204,Car,Digital,7411.788270229648,2025-09-02
204,1205,Home,Digital,11288.49894735102,2025-09-21
205,1206,Personal,Digital,5291.080864094754,2025-09-20
206,1207,Personal,Manual,2451.328806515337,2025-09-01
207,1208,Home,Digital,11632.28737483894,2025-09-16
208,1209,Personal,Digital,3247.051586134807,2025-09-28
209,1210,Personal,Manual,3999.8500186339897,2025-09-23
210,1211,Home,Manual,10448.910898987979,2025-09-04
211,1212,Home,Digital,10143.457571357214,2025-09-24
212,1213,Home,Digital,9806.303507535597,2025-09-09
213,1214,Personal,Digital,6129.263905166561,2025-09-08
214,1215,Car,Manual,5278.662255798736,2025-09-01
215,1216,Personal,Manual,3033.329136489656,2025-09-08
216,1217,Personal,Manual,4829.41678499194,2025-09-05
217,1218,Car,Digital,7167.076701587409,2025-09-01
218,1219,Home,Digital,9256.326885811159,2025-09-25
219,1220,Car,Digital,7986.95253999487,2025-09-25
220,1221,Home,Manual,9557.385126692681,2025-09-07
221,1222,Home,Manual,8568.293980073242,2025-09-15
222,1223,Personal,Manual,4150.401592650064,2025-09-07
223,1224,Personal,Digital,5720.392742009157,2025-09-27
224,1225,Personal,Digital,6440.3614197520665,2025-09-01
225,1226,Personal,Digital,4967.206789890675,2025-09-09
226,1227,Business,Manual,14285.626191609774,2025-09-01
227,1228,Personal,Manual,5178.240260501519,2025-09-29
228,1229,Car,Digital,8229.307292708976,2025-09-12
229,1230,Home,Digital,10539.309198743465,2025-09-07
230,1231,Car,Digital,6437.674485933642,2025-09-25
231,1232,Home,Digital,10037.50084680003,2025-09-09
232,1233,Home,Manual,9411.424158937978,2025-09-05
233,1234,Home,Digital,12318.464378381594,2025-09-12
234,1235,Personal,Manual,3919.176452164466,2025-09-29
235,1236,Car,Digital,8154.787443527399,2025-09-22
236,1237,Personal,Manual,4106.332259187888,2025-09-02
237,1238,Personal,Digital,5360.468755886136,2025-09-18
238,1239,Home,Manual,10818.476099116311,2025-09-26
239,1240,Personal,Digital,6014.292581420434,2025-09-09
240,1241,Business,Digital,14508.700727259044,2025-09-29
241,1242,Business,Digital,15177.52497618841,2025-09-01
242,1243,Business,Digital,17006.221344441357,2025-09-10
243,1244,Personal,Digital,5391.878042628496,2025-09-28
244,1245,Personal,Digital,4101.159880384136,2025-09-28
245,1246,Business,Manual,12517.257066031534,2025-09-14
246,1247,Home,Digital,11203.493522711171,2025-09-21
247,1248,Business,Manual,14693.292337461156,2025-09-14
248,1249,Business,Manual,13521.42636177861,2025-09-07
249,1250,Car,Digital,9825.313800936103,2025-09-12
250,1251,Personal,Manual,5488.982836146766,2025-09-26
251,1252,Personal,Digital,5006.5189303670995,2025-09-22
252,1253,Car,Digital,6534.293951900656,2025-09-22
253,1254,Personal,Digital,4275.115695360959,2025-09-06
254,1255,Personal,Manual,4902.505584576444,2025-09-13
255,1256,Home,Digital,10011.222955086592,2025-09-08
256,1257,Business,Digital,17423.743753983425,2025-09-23
257,1258,Home,Digital,11966.311802917859,2025-09-21
258,1259,Home,Manual,9759.679856996672,2025-09-26
259,1260,Personal,Digital,4071.003827043104,2025-09-02
260,1261,Home,Manual,8193.337352937115,2025-09-10
261,1262,Business,Manual,15006.813030889321,2025-09-06
262,1263,Personal,Manual,3824.3205602458775,2025-09-16
263,1264,Home,Manual,10346.57008070343,2025-09-10
264,1265,Car,Manual,6869.524707641714,2025-09-15
265,1266,Car,Digital,7401.717884813187,2025-09-21
266,1267,Home,Digital,9797.167187064559,2025-09-20
267,1268,Car,Digital,7255.756156475249,2025-09-10
268,1269,Personal,Digital,5439.647954874898,2025-09-11
269,1270,Personal,Digital,6282.538898301122,2025-09-21
270,1271,Car,Digital,6464.264399366245,2025-09-25
271,1272,Car,Digital,7087.183157473884,2025-09-28
272,1273,Car,Manual,6353.787758318742,2025-09-29
273,1274,Business,Digital,16412.678357686164,2025-09-02
274,1275,Home,Manual,7909.842794972667,2025-09-22
275,1276,Home,Digital,9183.430207112786,2025-09-27
276,1277,Car,Manual,7108.75818205206,2025-09-25
277,1278,Home,Manual,7178.461062063956,2025-09-28
278,1279,Car,Digital,8634.979714762168,2025-09-10
279,1280,Car,Digital,7194.073902517092,2025-09-29
280,1281,Car,Digital,5802.468917725553,2025-09-21
281,1282,Personal,Digital,4769.579780596506,2025-09-12
282,1283,Personal,Manual,4954.948359683085,2025-09-11
283,1284,Personal,Manual,3860.7586949340266,2025-09-22
284,1285,Home,Digital,10520.029748824347,2025-09-15
285,1286,Personal,Digital,5990.078365705286,2025-09-26
286,1287,Home,Digital,10297.809664612381,2025-09-28
287,1288,Home,Digital,9562.942323533867,2025-09-04
288,1289,Personal,Manual,4141.219203153791,2025-09-05
289,1290,Home,Digital,11914.840136459261,2025-09-24
290,1291,Personal,Digital,6935.064345333184,2025-09-28
291,1292,Personal,Digital,3230.0738260577245,2025-09-01
292,1293,Car,Digital,8441.027909191476,2025-09-01
293,1294,Personal,Manual,4800.177259242428,2025-09-10
294,1295,Personal,Digital,6173.98267912015,2025-09-04
295,1296,Home,Manual,8339.414087678844,2025-09-13
296,1297,Car,Manual,4178.083788598216,2025-09-14
297,1298,Personal,Digital,5834.488788647462,2025-09-26
298,1299,Home,Digital,9559.022738717284,2025-09-19
299,1300,Personal,Manual,2834.0490822181773,2025-09-05
300,1301,Personal,Manual,2917.91834103184,2025-09-11
301,1302,Home,Manual,9721.0965388984,2025-09-26
302,1303,Home,Digital,10639.452466029197,2025-09-08
303,1304,Home,Manual,9938.959226249608,2025-09-01
304,1305,Car,Digital,8019.075254496365,2025-09-05
305,1306,Business,Manual,12994.879722499481,2025-09-30
306,1307,Home,Manual,8915.431711347053,2025-09-21
307,1308,Personal,Digital,4738.56247121746,2025-09-18
308,1309,Car,Manual,6047.606672561411,2025-09-13
309,1310,Personal,Digital,4282.745262018934,2025-09-05
310,1311,Home,Manual,9468.581152649202,2025-09-24
311,1312,Personal,Digital,6325.120748981756,2025-09-26
312,1313,Personal,Manual,3520.064364214816,2025-09-07
313,1314,Business,Digital,17031.269645401342,2025-09-12
314,1315,Car,Manual,6436.22579577353,2025-09-02
315,1316,Home,Digital,10741.078976405814,2025-09-13
316,1317,Home,Digital,8800.570480392482,2025-09-14
317,1318,Personal,Digital,3442.737690434266,2025-09-06
318,1319,Personal,Manual,4672.939635335619,2025-09-16
319,1320,Personal,Digital,6039.732124632008,2025-09-10
320,1321,Home,Digital,9828.619556355048,2025-09-29
321,1322,Car,Digital,9020.09390058309,2025-09-27
322,1323,Home,Manual,9881.92316910518,2025-09-11
323,1324,Personal,Digital,4341.658748292015,2025-09-01
324,1325,Business,Digital,15780.848667053508,2025-09-15
325,1326,Car,Digital,9826.929133723412,2025-09-16
326,1327,Home,Digital,9257.435997200295,2025-09-10
327,1328,Home,Digital,11028.269938915106,2025-09-10
328,1329,Home,Digital,10177.255447276657,2025-09-03
329,1330,Personal,Manual,5348.275549102214,2025-09-11
330,1331,Personal,Manual,6020.728375582058,2025-09-11
331,1332,Car,Digital,6963.7629112886325,2025-09-16
332,1333,Personal,Digital,6368.912271707174,2025-09-06
333,1334,Personal,Manual,7165.444073126353,2025-09-30
334,1335,Personal,Digital,5316.274737344234,2025-09-09
335,1336,Personal,Manual,5441.8664249930225,2025-09-01
336,1337,Car,Digital,6759.559229796725,2025-09-28
337,1338,Car,Digital,7369.259309031212,2025-09-06
338,1339,Home,Digital,10323.324907291757,2025-09-18
339,1340,Personal,Manual,5456.323110790315,2025-09-25
340,1341,Home,Digital,11704.675935756924,2025-09-13
341,1342,Home,Digital,10390.34515088254,2025-09-02
342,1343,Personal,Digital,6783.622845732923,2025-09-28
343,1344,Home,Manual,10836.056929873954,2025-09-19
344,1345,Personal,Manual,5516.224491815881,2025-09-28
345,1346,Home,Digital,9983.973468278271,2025-09-02
346,1347,Home,Digital,9888.171183260098,2025-09-27
347,1348,Personal,Manual,3525.1423743719533,2025-09-04
348,1349,Personal,Digital,6199.166070238161,2025-09-04
349,1350,Home,Digital,9288.231792510636,2025-09-10
350,1351,Home,Digital,11176.837654111006,2025-09-17
351,1352,Car,Manual,5002.668782611065,2025-09-24
352,1353,Home,Digital,11323.546119841973,2025-09-16
353,1354,Personal,Manual,4520.663499276673,2025-09-21
354,1355,Personal,Digital,6583.638561859827,2025-09-28
355,1356,Home,Digital,11641.45457832127,2025-09-08
356,1357,Personal,Manual,6222.078494402534,2025-09-29
357,1358,Home,Digital,11960.818718289112,2025-09-06
358,1359,Business,Digital,15893.630833988198,2025-09-30
359,1360,Home,Manual,7609.448320290474,2025-09-02
360,1361,Personal,Manual,3236.972334003146,2025-09-23
361,1362,Home,Manual,6495.781764820875,2025-09-26
362,1363,Home,Manual,7699.600999886288,2025-09-15
363,1364,Home,Manual,9082.588389245579,2025-09-25
364,1365,Business,Digital,15190.345819174838,2025-09-23
365,1366,Personal,Digital,5069.864395590149,2025-09-11
366,1367,Business,Manual,14091.258503353682,2025-09-21
367,1368,Business,Digital,15445.934741934241,2025-09-16
368,1369,Personal,Manual,3153.805439504899,2025-09-04
369,1370,Personal,Manual,4436.119598923881,2025-09-11
370,1371,Personal,Digital,4351.509513227155,2025-09-14
371,1372,Personal,Manual,4175.056203625124,2025-09-08
372,1373,Personal,Digital,6592.776964423003,2025-09-06
373,1374,Home,Digital,10229.494695903826,2025-09-29
374,1375,Personal,Manual,6625.149064017294,2025-09-21
375,1376,Personal,Digital,6681.63598693797,2025-09-23
376,1377,Car,Digital,6770.694691420957,2025-09-27
377,1378,Personal,Digital,4138.876233584224,2025-09-19
378,1379,Car,Manual,6236.935005695768,2025-09-25
379,1380,Personal,Manual,5883.993316076267,2025-09-04
380,1381,Personal,Manual,3911.770912525574,2025-09-28
381,1382,Home,Manual,10089.708357914567,2025-09-04
382,1383,Home,Digital,11708.439989136088,2025-09-24
383,1384,Car,Manual,5371.169219564873,2025-09-06
384,1385,Car,Manual,5488.738694053695,2025-09-30
385,1386,Car,Digital,8062.662032127007,2025-09-11
386,1387,Personal,Digital,5401.84754964157,2025-09-01
387,1388,Personal,Manual,3676.7261681475857,2025-09-02
388,1389,Car,Manual,5877.3834622564955,2025-09-09
389,1390,Car,Manual,6215.376536727097,2025-09-16
390,1391,Business,Manual,11622.174690053447,2025-09-06
391,1392,Home,Digital,11265.643106482696,2025-09-23
392,1393,Personal,Manual,3925.5693732729706,2025-09-27
393,1394,Car,Digital,4566.283776201901,2025-09-09
394,1395,Personal,Digital,5226.129031690547,2025-09-19
395,1396,Business,Manual,12610.11448932779,2025-09-05
396,1397,Car,Digital,9038.822192302676,2025-09-21
397,1398,Home,Manual,8297.465974896038,2025-09-10
398,1399,Car,Digital,6252.356636421389,2025-09-30
399,1400,Car,Digital,7857.932669962016,2025-09-07
400,1401,Personal,Digital,4589.5526319924165,2025-09-29
401,1402,Business,Digital,14970.543798747767,2025-09-02
402,1403,Home,Digital,11009.501382824406,2025-09-20
403,1404,Car,Digital,6309.532692110433,2025-09-27
404,1405,Personal,Manual,2751.2716101606566,2025-09-04
405,1406,Car,Digital,9075.998002094337,2025-09-28
406,1407,Personal,Digital,5829.498737600645,2025-09-08
407,1408,Personal,Digital,4985.790715005634,2025-09-26
408,1409,Business,Manual,13495.827348357676,2025-09-03
409,1410,Personal,Digital,5755.864358116156,2025-09-02
410,1411,Personal,Manual,5668.004939536105,2025-09-09
411,1412,Business,Manual,12592.829650421985,2025-09-28
412,1413,Business,Digital,16116.146525965682,2025-09-11
413,1414,Home,Digital,9993.295823789762,2025-09-04
414,1415,Home,Manual,8773.22250658485,2025-09-09
415,1416,Home,Manual,9192.831440957885,2025-09-06
416,1417,Personal,Manual,4491.985712336794,2025-09-01
417,1418,Personal,Digital,5985.566898302572,2025-09-30
418,1419,Home,Digital,10987.086559115594,2025-09-27
419,1420,Car,Digital,5841.830790627822,2025-09-03
420,1421,Car,Digital,5992.176792934558,2025-09-07
421,1422,Car,Digital,6980.283315240707,2025-09-09
422,1423,Personal,Manual,6694.3503149301905,2025-09-08
423,1424,Home,Digital,9648.408167498397,2025-09-28
424,1425,Personal,Manual,4250.132748464696,2025-09-21
425,1426,Home,Manual,8356.384767652175,2025-09-28
426,1427,Home,Digital,9945.95561591192,2025-09-13
427,1428,Car,Manual,6513.887692686067,2025-09-24
428,1429,Personal,Digital,6650.777276195651,2025-09-18
429,1430,Personal,Manual,5047.162079856707,2025-09-19
430,1431,Personal,Digital,4446.469038572908,2025-09-24
431,1432,Car,Digital,10103.229510803207,2025-09-09
432,1433,Home,Manual,9094.28786515335,2025-09-26
433,1434,Personal,Digital,4672.779043617887,2025-09-24
434,1435,Personal,Manual,6194.515649613108,2025-09-20
435,1436,Car,Digital,6880.929382056182,2025-09-29
436,1437,Personal,Digital,6912.913654987443,2025-09-06
437,1438,Car,Digital,6479.357209033334,2025-09-27
438,1439,Car,Digital,8780.030388921368,2025-09-21
439,1440,Personal,Digital,5451.047664281695,2025-09-12
440,1441,Personal,Manual,6049.26267924292,2025-09-04
441,1442,Business,Manual,15782.118850441853,2025-09-09
442,1443,Personal,Manual,3140.8712513744954,2025-09-10
443,1444,Personal,Manual,6030.926184909987,2025-09-03
444,1445,Car,Digital,5941.096095574595,2025-09-17
445,1446,Business,Manual,12243.378773702127,2025-09-29
446,1447,Business,Digital,14946.590540207562,2025-09-07
447,1448,Car,Manual,6904.363963413433,2025-09-26
448,1449,Personal,Digital,5283.01587693486,2025-09-08
449,1450,Personal,Manual,4299.436699004596,2025-09-11
450,1451,Car,Manual,6475.482334826833,2025-09-13
451,1452,Home,Manual,9709.547507152167,2025-09-03
452,1453,Home,Manual,9801.897748729623,2025-09-19
453,1454,Business,Manual,14813.000202738158,2025-09-14
454,1455,Personal,Manual,6684.041775320928,2025-09-22
455,1456,Home,Digital,10478.637627558523,2025-09-16
456,1457,Personal,Digital,4728.911037869084,2025-09-15
457,1458,Home,Digital,11113.536129185188,2025-09-02
458,1459,Personal,Digital,4105.74518373538,2025-09-06
459,1460,Personal,Digital,4571.295867888389,2025-09-21
460,1461,Personal,Digital,6249.38094639279,2025-09-30
461,1462,Home,Digital,10375.871625182295,2025-09-07
462,1463,Car,Manual,4850.169049970353,2025-09-09
463,1464,Home,Manual,7212.236321561792,2025-09-09
464,1465,Business,Digital,15798.716679393807,2025-09-17
465,1466,Personal,Digital,6391.89653696801,2025-09-23
466,1467,Personal,Digital,6378.545777531186,2025-09-03
467,1468,Car,Digital,7460.880502892837,2025-09-04
468,1469,Personal,Manual,6910.691302915354,2025-09-02
469,1470,Business,Digital,15645.179634059537,2025-09-01
470,1471,Personal,Digital,5111.432376602589,2025-09-10
471,1472,Business,Manual,10419.0769083132,2025-09-30
472,1473,Personal,Manual,3963.1644610065414,2025-09-03
473,1474,Car,Digital,8202.015034908494,2025-09-10
474,1475,Home,Manual,10876.753604231644,2025-09-09
475,1476,Business,Digital,14919.765366332715,2025-09-17
476,1477,Personal,Digital,5712.252329293048,2025-09-15
477,1478,Home,Digital,11546.879032323288,2025-09-03
478,1479,Business,Digital,15761.2081531959,2025-09-27
479,1480,Home,Digital,8216.719542472769,2025-09-21
480,1481,Home,Digital,10747.289999574252,2025-09-03
481,1482,Home,Manual,9913.716748873072,2025-09-04
482,1483,Home,Manual,7863.09252597785,2025-09-04
483,1484,Home,Digital,10245.845469125614,2025-09-17
484,1485,Home,Digital,9344.503957871235,2025-09-06
485,1486,Business,Manual,10415.822941703576,2025-09-11
486,1487,Personal,Digital,6277.004411787657,2025-09-12
487,1488,Personal,Manual,4495.501759437778,2025-09-23
488,1489,Business,Manual,15417.20999604598,2025-09-28
489,1490,Car,Digital,8207.322191906178,2025-09-07
490,1491,Home,Digital,10145.790238334552,2025-09-13
491,1492,Home,Digital,10416.819339895592,2025-09-06
492,1493,Personal,Digital,5816.177390770173,2025-09-23
493,1494,Personal,Digital,6216.883416755743,2025-09-30
494,1495,Home,Manual,9387.204756890415,2025-09-03
495,1496,Personal,Digital,6355.593145289484,2025-09-21
496,1497,Home,Digital,10203.331263325528,2025-09-14
497,1498,Personal,Digital,4252.856453214314,2025-09-14
498,1499,Business,Digital,15685.19074643887,2025-09-23
499,1500,Business,Digital,15955.184890736184,2025-09-10
500,1501,Home,Digital,9298.464605260713,2025-09-05
501,1502,Home,Digital,9163.277915853378,2025-09-30
502,1503,Personal,Manual,5036.863555768113,2025-09-26
503,1504,Car,Digital,6943.643148629576,2025-09-02
504,1505,Home,Manual,8800.990913205598,2025-09-06
505,1506,Personal,Digital,4890.307334299177,2025-09-23
