CustomerID,CallsMade,PaymentStatus,RecoveryAmount,DueDate,PaymentDate
1096,2,0,0.0,2025-09-07,2025-09-08
1097,2,0,0.0,2025-09-07,2025-09-08
1098,0,0,0.0,2025-09-07,2025-09-08
1099,10,1,6174.359367922866,2025-09-07,2025-09-12
1100,4,1,6257.80251250012,2025-09-07,2025-09-16
1101,9,1,5273.89377819625,2025-09-07,2025-09-15
1102,6,1,6234.752086794251,2025-09-07,2025-09-14
1103,9,1,5992.41156508216,2025-09-07,2025-09-14
1104,8,1,6345.689884722025,2025-09-07,2025-09-13
1105,6,1,5556.151228926332,2025-09-07,2025-09-10
1106,8,0,0.0,2025-09-07,2025-09-21
1107,7,1,5601.631367106218,2025-09-07,2025-09-12
1108,1,0,0.0,2025-09-07,2025-09-10
1109,0,0,0.0,2025-09-07,2025-09-08
1110,6,1,7904.794157624586,2025-09-07,2025-09-13
1111,6,1,6980.543483336972,2025-09-07,2025-09-09
1112,7,0,0.0,2025-09-07,2025-09-15
1113,4,0,0.0,2025-09-07,2025-09-10
1114,2,0,0.0,2025-09-07,2025-09-08
1115,7,1,4920.137017827854,2025-09-07,2025-09-16
1116,5,1,5124.186595232592,2025-09-07,2025-09-13
1117,10,0,0.0,2025-09-07,2025-09-21
1118,2,0,0.0,2025-09-07,2025-09-08
1119,0,0,0.0,2025-09-07,2025-09-08
1120,2,1,6257.449029334913,2025-09-07,2025-09-10
1121,4,1,6768.686843804508,2025-09-07,2025-09-09
1122,2,0,0.0,2025-09-07,2025-09-08
1123,0,1,3614.9173043471537,2025-09-07,2025-09-07
1124,4,0,0.0,2025-09-07,2025-09-10
1125,9,1,7498.604848691303,2025-09-07,2025-09-21
1126,6,1,6465.029116133022,2025-09-07,2025-09-09
1127,6,1,4258.330034934398,2025-09-07,2025-09-11
1128,10,0,0.0,2025-09-07,2025-09-19
1129,8,0,0.0,2025-09-07,2025-09-21
1130,9,1,6396.8022816066905,2025-09-07,2025-09-18
1131,9,1,6663.836683649497,2025-09-07,2025-09-18
1132,2,0,0.0,2025-09-07,2025-09-09
1133,6,1,6248.491805367348,2025-09-07,2025-09-14
1134,0,0,0.0,2025-09-07,2025-09-08
1135,3,0,0.0,2025-09-07,2025-09-10
1136,3,0,0.0,2025-09-07,2025-09-09
1137,4,1,4479.417212679977,2025-09-07,2025-09-16
1138,6,0,0.0,2025-09-07,2025-09-10
1139,6,1,5436.9844958152935,2025-09-07,2025-09-15
1140,10,1,6377.056261351586,2025-09-07,2025-09-14
1141,3,1,5064.324283340249,2025-09-07,2025-09-09
1142,6,1,5681.0025527471835,2025-09-07,2025-09-14
1143,10,1,6867.367089085516,2025-09-07,2025-09-18
1144,2,0,0.0,2025-09-07,2025-09-10
1145,5,1,6309.636615110418,2025-09-07,2025-09-11
1146,1,0,0.0,2025-09-07,2025-09-11
1147,9,1,8574.22572451458,2025-09-07,2025-09-19
1148,8,1,7470.8887535465665,2025-09-07,2025-09-15
1149,4,1,7116.863389509753,2025-09-07,2025-09-15
1150,5,1,5519.244314976318,2025-09-07,2025-09-15
1151,3,1,4596.07684975707,2025-09-07,2025-09-08
1152,10,1,7801.425275547332,2025-09-07,2025-09-19
1153,9,1,6783.789060115239,2025-09-07,2025-09-21
1154,6,1,6930.317800129536,2025-09-07,2025-09-12
1155,8,1,5717.699775414958,2025-09-07,2025-09-21
1156,6,1,6848.577098767642,2025-09-07,2025-09-15
1157,0,0,0.0,2025-09-07,2025-09-06
1158,0,1,4824.750513590108,2025-09-07,2025-09-05
1159,8,1,6139.09901553173,2025-09-07,2025-09-17
1160,10,1,6633.244234349989,2025-09-07,2025-09-16
1161,8,1,7090.4334172478775,2025-09-07,2025-09-12
1162,3,1,6374.141316344389,2025-09-07,2025-09-07
1163,8,1,6233.5858422791425,2025-09-07,2025-09-20
1164,2,0,0.0,2025-09-07,2025-09-10
1165,6,1,6544.309828423329,2025-09-07,2025-09-09
1166,5,1,6340.816394333178,2025-09-07,2025-09-11
1167,7,1,7138.336860031626,2025-09-07,2025-09-10
1168,10,1,7986.915193283154,2025-09-07,2025-09-14
1169,8,1,8411.221387272713,2025-09-07,2025-09-17
1170,4,0,0.0,2025-09-07,2025-09-14
1171,0,1,4534.829613476988,2025-09-07,2025-09-07
1172,2,0,0.0,2025-09-07,2025-09-11
1173,9,1,8260.009899660185,2025-09-07,2025-09-19
1174,7,1,6517.07437506134,2025-09-07,2025-09-13
1175,10,1,5905.198794588301,2025-09-07,2025-09-21
1176,5,1,5349.515513952728,2025-09-07,2025-09-10
1177,7,1,6865.960120216214,2025-09-07,2025-09-16
1178,8,0,0.0,2025-09-07,2025-09-12
1179,3,1,6323.7607119254735,2025-09-07,2025-09-09
1180,0,0,0.0,2025-09-07,2025-09-06
1181,0,0,0.0,2025-09-07,2025-09-08
1182,9,1,5783.73214327217,2025-09-07,2025-09-18
1183,3,1,4836.115743381771,2025-09-07,2025-09-11
1184,6,1,5666.883343141087,2025-09-07,2025-09-15
1185,1,0,0.0,2025-09-07,2025-09-11
1186,2,1,4536.6319781019365,2025-09-07,2025-09-08
1187,0,1,3119.9150097525135,2025-09-07,2025-09-06
1188,4,1,3580.6862870366945,2025-09-07,2025-09-16
1189,0,0,0.0,2025-09-07,2025-09-05
1190,7,1,6018.192884501628,2025-09-07,2025-09-13
1191,0,1,5252.0792896263665,2025-09-07,2025-09-08
1192,10,1,7655.585606758651,2025-09-07,2025-09-15
1193,0,0,0.0,2025-09-07,2025-09-06
1194,1,0,0.0,2025-09-07,2025-09-07
1195,1,0,0.0,2025-09-07,2025-09-08
1196,5,1,4637.665926025556,2025-09-07,2025-09-15
1197,6,1,4854.660882607302,2025-09-07,2025-09-10
1198,4,1,5272.071396895644,2025-09-07,2025-09-11
1199,0,0,0.0,2025-09-07,2025-09-06
1200,0,0,0.0,2025-09-07,2025-09-06
1201,2,0,0.0,2025-09-07,2025-09-11
1202,1,1,5203.342452888572,2025-09-07,2025-09-08
1203,4,1,6808.781600396798,2025-09-07,2025-09-16
1204,9,1,7517.72206919022,2025-09-07,2025-09-16
1205,5,1,5632.171828852937,2025-09-07,2025-09-13
1206,6,1,6560.155304617764,2025-09-07,2025-09-09
1207,3,1,4756.46076086983,2025-09-07,2025-09-08
1208,6,1,6274.345755649823,2025-09-07,2025-09-09
1209,10,1,6937.576706966457,2025-09-07,2025-09-18
1210,7,1,7804.302289827988,2025-09-07,2025-09-15
1211,10,1,7493.555083825458,2025-09-07,2025-09-16
1212,0,1,4229.214953997297,2025-09-07,2025-09-08
1213,5,1,5239.445174187318,2025-09-07,2025-09-16
1214,7,1,6066.9084671052005,2025-09-07,2025-09-15
1215,4,1,4235.533995556923,2025-09-07,2025-09-14
1216,3,0,0.0,2025-09-07,2025-09-08
1217,1,1,4969.97962185321,2025-09-07,2025-09-08
1218,5,1,5856.340790351637,2025-09-07,2025-09-09
1219,5,1,6466.526878966371,2025-09-07,2025-09-09
1220,10,1,7612.125352148851,2025-09-07,2025-09-16
1221,0,1,5098.916409388039,2025-09-07,2025-09-06
1222,8,1,4970.007313360439,2025-09-07,2025-09-21
1223,10,1,5778.9534688522635,2025-09-07,2025-09-15
1224,5,1,5394.89507640058,2025-09-07,2025-09-12
1225,2,0,0.0,2025-09-07,2025-09-09
1226,3,0,0.0,2025-09-07,2025-09-11
1227,10,1,7652.291448634889,2025-09-07,2025-09-18
1228,3,1,6218.523971074658,2025-09-07,2025-09-09
1229,2,0,0.0,2025-09-07,2025-09-09
1230,9,1,6550.561726905233,2025-09-07,2025-09-20
1231,2,0,0.0,2025-09-07,2025-09-07
1232,2,1,7759.730409766873,2025-09-07,2025-09-10
1233,3,1,7161.56758506569,2025-09-07,2025-09-09
1234,6,1,7439.919397851905,2025-09-07,2025-09-15
1235,3,0,0.0,2025-09-07,2025-09-10
1236,8,1,7300.658154592633,2025-09-07,2025-09-17
1237,0,0,0.0,2025-09-07,2025-09-08
1238,7,1,6858.541753841714,2025-09-07,2025-09-14
1239,6,1,6585.576036111073,2025-09-07,2025-09-13
1240,1,0,0.0,2025-09-07,2025-09-08
1241,7,1,4594.9708716375335,2025-09-07,2025-09-09
1242,0,0,0.0,2025-09-07,2025-09-05
1243,10,1,5948.715643205292,2025-09-07,2025-09-18
1244,8,1,6377.863213251401,2025-09-07,2025-09-12
1245,8,0,0.0,2025-09-07,2025-09-20
1246,1,0,0.0,2025-09-07,2025-09-09
1247,6,1,6327.8724954109075,2025-09-07,2025-09-12
1248,9,0,0.0,2025-09-07,2025-09-17
1249,2,0,0.0,2025-09-07,2025-09-11
1250,6,1,6075.543477157407,2025-09-07,2025-09-11
1251,9,1,7072.276781210998,2025-09-07,2025-09-18
1252,8,1,4496.699450257361,2025-09-07,2025-09-14
1253,3,1,6105.664302819334,2025-09-07,2025-09-11
1254,0,0,0.0,2025-09-07,2025-09-06
1255,1,0,0.0,2025-09-07,2025-09-11
1256,0,1,5062.137555811995,2025-09-07,2025-09-06
1257,4,1,5612.550041241695,2025-09-07,2025-09-14
1258,4,1,6727.312034526927,2025-09-07,2025-09-12
1259,10,1,5954.466616630443,2025-09-07,2025-09-18
1260,6,1,5963.105147372008,2025-09-07,2025-09-13
1261,8,1,6884.4184113984875,2025-09-07,2025-09-20
1262,8,1,5746.988691390359,2025-09-07,2025-09-21
1263,2,1,3396.656021917841,2025-09-07,2025-09-10
1264,2,0,0.0,2025-09-07,2025-09-07
1265,2,1,4246.959889654602,2025-09-07,2025-09-07
1266,3,0,0.0,2025-09-07,2025-09-10
1267,7,1,6335.279412756109,2025-09-07,2025-09-10
1268,5,1,5750.980256337127,2025-09-07,2025-09-15
1269,7,1,6381.733950833291,2025-09-07,2025-09-09
1270,0,0,0.0,2025-09-07,2025-09-07
1271,7,0,0.0,2025-09-07,2025-09-12
1272,3,0,0.0,2025-09-07,2025-09-10
1273,10,1,6340.72315587654,2025-09-07,2025-09-13
1274,0,0,0.0,2025-09-07,2025-09-07
1275,7,1,5087.736167446872,2025-09-07,2025-09-11
1276,3,1,5737.008258207928,2025-09-07,2025-09-11
1277,5,1,5833.4770055136105,2025-09-07,2025-09-09
1278,7,1,7037.834882761663,2025-09-07,2025-09-09
1279,3,1,4852.315217072211,2025-09-07,2025-09-09
1280,2,1,3379.148009154681,2025-09-07,2025-09-08
1281,8,0,0.0,2025-09-07,2025-09-12
1282,2,0,0.0,2025-09-07,2025-09-10
1283,8,1,3995.5400215498826,2025-09-07,2025-09-17
1284,1,0,0.0,2025-09-07,2025-09-11
1285,1,1,4798.53078551892,2025-09-07,2025-09-08
1286,1,1,5327.909162117797,2025-09-07,2025-09-07
1287,5,1,5767.68747803817,2025-09-07,2025-09-14
1288,2,1,4834.849547678751,2025-09-07,2025-09-09
1289,8,1,5008.617586841906,2025-09-07,2025-09-16
1290,3,1,3710.6377952927833,2025-09-07,2025-09-07
1291,0,1,5367.2747809945995,2025-09-07,2025-09-07
1292,3,1,5372.398770210514,2025-09-07,2025-09-07
1293,0,0,0.0,2025-09-07,2025-09-05
1294,4,1,5436.48168523994,2025-09-07,2025-09-12
1295,3,1,4058.249045082881,2025-09-07,2025-09-10
1296,7,1,5433.743400089988,2025-09-07,2025-09-15
1297,7,1,6445.10434950974,2025-09-07,2025-09-14
1298,6,1,6484.615953465056,2025-09-07,2025-09-11
1299,2,0,0.0,2025-09-07,2025-09-10
1300,0,0,0.0,2025-09-07,2025-09-05
1301,0,0,0.0,2025-09-07,2025-09-07
1302,10,1,6835.759867924838,2025-09-07,2025-09-20
1303,2,0,0.0,2025-09-07,2025-09-08
1304,5,0,0.0,2025-09-07,2025-09-15
1305,6,1,7579.249426162391,2025-09-07,2025-09-15
1306,5,1,5424.506104143699,2025-09-07,2025-09-09
1307,5,1,7286.871921509803,2025-09-07,2025-09-13
1308,5,0,0.0,2025-09-07,2025-09-14
1309,2,0,0.0,2025-09-07,2025-09-09
1310,5,1,6216.866761292,2025-09-07,2025-09-09
1311,7,1,6508.133442287466,2025-09-07,2025-09-11
1312,10,1,7932.522716479398,2025-09-07,2025-09-13
1313,10,1,6375.872652515819,2025-09-07,2025-09-19
1314,1,0,0.0,2025-09-07,2025-09-11
1315,4,1,5470.7965408250375,2025-09-07,2025-09-09
1316,0,0,0.0,2025-09-07,2025-09-06
1317,0,0,0.0,2025-09-07,2025-09-07
1318,4,1,4576.4584339581415,2025-09-07,2025-09-13
1319,2,1,6335.212521505403,2025-09-07,2025-09-11
1320,3,1,5935.505441235129,2025-09-07,2025-09-10
1321,2,0,0.0,2025-09-07,2025-09-09
1322,0,0,0.0,2025-09-07,2025-09-07
1323,0,0,0.0,2025-09-07,2025-09-07
1324,4,1,6897.793351904618,2025-09-07,2025-09-10
1325,5,1,6204.86340314671,2025-09-07,2025-09-12
1326,2,1,6503.042215191317,2025-09-07,2025-09-11
1327,8,1,5852.710875720219,2025-09-07,2025-09-18
1328,4,1,6787.239656970483,2025-09-07,2025-09-12
1329,7,1,6002.18507254636,2025-09-07,2025-09-12
1330,0,0,0.0,2025-09-07,2025-09-08
1331,4,1,5802.531936350244,2025-09-07,2025-09-16
1332,2,0,0.0,2025-09-07,2025-09-08
1333,0,1,5728.355513327014,2025-09-07,2025-09-07
1334,3,1,7927.841242947859,2025-09-07,2025-09-10
1335,4,0,0.0,2025-09-07,2025-09-12
1336,6,1,7020.052873711048,2025-09-07,2025-09-12
1337,0,1,5914.346134952571,2025-09-07,2025-09-05
1338,2,0,0.0,2025-09-07,2025-09-10
1339,1,1,4654.622045465054,2025-09-07,2025-09-10
1340,8,1,6756.997990959588,2025-09-07,2025-09-16
1341,9,1,6704.1327326651335,2025-09-07,2025-09-17
1342,5,1,7407.666134553625,2025-09-07,2025-09-09
1343,9,0,0.0,2025-09-07,2025-09-15
1344,2,1,5254.065804795413,2025-09-07,2025-09-10
1345,7,1,7728.54185234936,2025-09-07,2025-09-10
1346,7,1,5098.35329328061,2025-09-07,2025-09-16
1347,1,0,0.0,2025-09-07,2025-09-08
1348,5,1,7398.777325049842,2025-09-07,2025-09-14
1349,6,1,5338.59915348181,2025-09-07,2025-09-16
1350,1,1,6053.884157420803,2025-09-07,2025-09-07
1351,10,1,6135.669537530794,2025-09-07,2025-09-16
1352,9,1,7418.34725733067,2025-09-07,2025-09-12
1353,1,0,0.0,2025-09-07,2025-09-07
1354,9,1,5837.412839482705,2025-09-07,2025-09-13
1355,0,0,0.0,2025-09-07,2025-09-06
1356,7,1,7436.480941423273,2025-09-07,2025-09-13
1357,0,0,0.0,2025-09-07,2025-09-07
1358,8,1,7445.245465937128,2025-09-07,2025-09-18
1359,10,1,6399.3125757345015,2025-09-07,2025-09-15
1360,5,1,6578.084508989512,2025-09-07,2025-09-13
1361,6,1,7147.432648322459,2025-09-07,2025-09-12
1362,9,1,5876.680946376336,2025-09-07,2025-09-21
1363,6,1,5165.997155741533,2025-09-07,2025-09-11
1364,9,1,5728.695269031121,2025-09-07,2025-09-13
1365,2,0,0.0,2025-09-07,2025-09-09
1366,1,0,0.0,2025-09-07,2025-09-07
1367,8,1,5386.997299624403,2025-09-07,2025-09-15
1368,7,1,5323.907153986413,2025-09-07,2025-09-15
1369,9,1,7724.78820915332,2025-09-07,2025-09-16
1370,6,1,6757.849821263995,2025-09-07,2025-09-10
1371,8,1,4903.997812808388,2025-09-07,2025-09-12
1372,3,1,5089.833014593748,2025-09-07,2025-09-11
1373,3,0,0.0,2025-09-07,2025-09-11
1374,0,0,0.0,2025-09-07,2025-09-08
1375,7,1,5242.163411276716,2025-09-07,2025-09-13
1376,2,1,6261.530196508847,2025-09-07,2025-09-09
1377,6,1,5750.354263813918,2025-09-07,2025-09-11
1378,1,1,3655.57257717945,2025-09-07,2025-09-09
1379,1,0,0.0,2025-09-07,2025-09-09
1380,6,1,6370.16506777058,2025-09-07,2025-09-09
1381,5,1,6606.492108131365,2025-09-07,2025-09-11
1382,2,0,0.0,2025-09-07,2025-09-08
1383,8,1,5646.301566761565,2025-09-07,2025-09-16
1384,9,0,0.0,2025-09-07,2025-09-20
1385,5,1,5735.08408331858,2025-09-07,2025-09-16
1386,9,1,5897.604515359755,2025-09-07,2025-09-17
1387,9,1,8044.047392118782,2025-09-07,2025-09-14
1388,5,1,5568.6418631280685,2025-09-07,2025-09-14
1389,0,0,0.0,2025-09-07,2025-09-05
1390,3,1,4878.161802737599,2025-09-07,2025-09-07
1391,9,1,6748.674506150857,2025-09-07,2025-09-16
1392,5,1,5792.450670033092,2025-09-07,2025-09-14
1393,5,1,6688.493393866003,2025-09-07,2025-09-15
1394,10,1,8216.047225928887,2025-09-07,2025-09-20
1395,4,1,7023.6232510225,2025-09-07,2025-09-12
1396,0,0,0.0,2025-09-07,2025-09-07
1397,7,1,6018.092639407525,2025-09-07,2025-09-09
1398,4,1,6105.113633147655,2025-09-07,2025-09-11
1399,4,1,7288.499910290449,2025-09-07,2025-09-16
1400,6,1,7726.998808375005,2025-09-07,2025-09-14
1401,3,1,4724.093845306465,2025-09-07,2025-09-11
1402,5,1,6592.245216643345,2025-09-07,2025-09-16
1403,3,0,0.0,2025-09-07,2025-09-11
1404,2,1,5823.205572771827,2025-09-07,2025-09-11
1405,6,1,7126.3875444447,2025-09-07,2025-09-10
1406,7,1,7643.617567837788,2025-09-07,2025-09-10
1407,3,0,0.0,2025-09-07,2025-09-09
1408,1,1,4159.023990705795,2025-09-07,2025-09-10
1409,9,1,6109.321694965424,2025-09-07,2025-09-13
1410,2,1,6307.608756307593,2025-09-07,2025-09-07
1411,0,0,0.0,2025-09-07,2025-09-07
1412,7,1,6548.030754849987,2025-09-07,2025-09-14
1413,2,1,3172.7587924441855,2025-09-07,2025-09-09
1414,9,1,5133.7175578542,2025-09-07,2025-09-18
1415,6,1,6862.573141298978,2025-09-07,2025-09-12
1416,9,1,7639.110922571653,2025-09-07,2025-09-18
1417,4,1,4450.512295719736,2025-09-07,2025-09-16
1418,9,1,7899.167562127842,2025-09-07,2025-09-12
1419,4,0,0.0,2025-09-07,2025-09-13
1420,6,0,0.0,2025-09-07,2025-09-10
1421,8,1,6402.852668908348,2025-09-07,2025-09-20
1422,4,1,4777.525870211968,2025-09-07,2025-09-12
1423,0,1,4439.704109951476,2025-09-07,2025-09-07
1424,9,1,5577.256773951196,2025-09-07,2025-09-18
1425,9,0,0.0,2025-09-07,2025-09-12
1426,0,0,0.0,2025-09-07,2025-09-08
1427,1,0,0.0,2025-09-07,2025-09-09
1428,5,1,5384.0890166189365,2025-09-07,2025-09-13
1429,8,1,4731.102029111376,2025-09-07,2025-09-15
1430,7,1,6326.167051001884,2025-09-07,2025-09-12
1431,4,1,6387.118687927999,2025-09-07,2025-09-15
1432,0,0,0.0,2025-09-07,2025-09-06
1433,6,1,4852.575032541306,2025-09-07,2025-09-14
1434,4,1,5817.0202706229475,2025-09-07,2025-09-12
1435,5,1,5195.347971823581,2025-09-07,2025-09-16
1436,6,1,6868.800835364238,2025-09-07,2025-09-09
1437,2,0,0.0,2025-09-07,2025-09-07
1438,9,1,4485.592908701097,2025-09-07,2025-09-20
1439,2,0,0.0,2025-09-07,2025-09-11
1440,4,1,6511.888848048998,2025-09-07,2025-09-12
1441,5,1,4182.24340254698,2025-09-07,2025-09-12
1442,8,0,0.0,2025-09-07,2025-09-20
1443,4,1,5590.059653776606,2025-09-07,2025-09-15
1444,0,0,0.0,2025-09-07,2025-09-08
1445,3,1,4891.081883517301,2025-09-07,2025-09-08
1446,4,0,0.0,2025-09-07,2025-09-15
1447,9,1,6439.297073191138,2025-09-07,2025-09-21
1448,9,1,5270.609243222566,2025-09-07,2025-09-18
1449,4,0,0.0,2025-09-07,2025-09-16
1450,6,1,7860.137640513782,2025-09-07,2025-09-12
1451,3,1,4313.436922389663,2025-09-07,2025-09-09
1452,0,0,0.0,2025-09-07,2025-09-08
1453,4,0,0.0,2025-09-07,2025-09-15
1454,6,1,4992.346394024275,2025-09-07,2025-09-16
1455,9,1,8594.820585085517,2025-09-07,2025-09-20
1456,9,1,7122.701636075664,2025-09-07,2025-09-19
1457,5,1,4745.743476539402,2025-09-07,2025-09-12
1458,4,0,0.0,2025-09-07,2025-09-12
1459,3,0,0.0,2025-09-07,2025-09-07
1460,1,1,5071.212324096155,2025-09-07,2025-09-09
1461,3,0,0.0,2025-09-07,2025-09-10
1462,9,1,6564.270530714201,2025-09-07,2025-09-21
1463,9,1,5112.349162425369,2025-09-07,2025-09-13
1464,2,1,4641.737405981771,2025-09-07,2025-09-08
1465,9,1,6773.619288124699,2025-09-07,2025-09-19
1466,0,0,0.0,2025-09-07,2025-09-06
1467,7,1,7666.417905837552,2025-09-07,2025-09-12
1468,4,1,5611.17015677397,2025-09-07,2025-09-12
1469,3,1,5486.354792385992,2025-09-07,2025-09-10
1470,7,1,5584.8333290398,2025-09-07,2025-09-13
1471,6,1,7295.890781208234,2025-09-07,2025-09-14
1472,1,0,0.0,2025-09-07,2025-09-10
1473,0,0,0.0,2025-09-07,2025-09-05
1474,10,1,7902.321751500951,2025-09-07,2025-09-18
1475,3,0,0.0,2025-09-07,2025-09-08
1476,7,0,0.0,2025-09-07,2025-09-10
1477,1,0,0.0,2025-09-07,2025-09-07
1478,2,1,6189.334772981518,2025-09-07,2025-09-10
1479,0,1,5111.8388650695815,2025-09-07,2025-09-06
1480,0,0,0.0,2025-09-07,2025-09-06
1481,2,0,0.0,2025-09-07,2025-09-11
1482,10,0,0.0,2025-09-07,2025-09-15
1483,4,1,4201.426438096323,2025-09-07,2025-09-14
1484,2,0,0.0,2025-09-07,2025-09-10
1485,0,0,0.0,2025-09-07,2025-09-06
1486,0,0,0.0,2025-09-07,2025-09-07
1487,7,1,7486.669898843035,2025-09-07,2025-09-15
1488,9,1,6857.329747937782,2025-09-07,2025-09-18
1489,10,1,6691.4084785136565,2025-09-07,2025-09-13
1490,1,0,0.0,2025-09-07,2025-09-11
1491,2,1,5848.459061892631,2025-09-07,2025-09-08
1492,1,0,0.0,2025-09-07,2025-09-10
1493,2,0,0.0,2025-09-07,2025-09-07
1494,6,1,6424.189703828016,2025-09-07,2025-09-13
1495,0,0,0.0,2025-09-07,2025-09-05
1496,9,0,0.0,2025-09-07,2025-09-15
1497,7,1,5330.8020064381,2025-09-07,2025-09-13
1498,9,1,6479.202138513955,2025-09-07,2025-09-20
1499,9,1,4895.907207584337,2025-09-07,2025-09-19
